"title","year","genre","duration","metacritic","rating","votes","worldwide_gross_income","user_review","critics_review"
"TRON",1982,"Action",96,NA,6.8,88860,33,303,165
"A Christmas Story",1983,"Comedy",94,77,8.1,99395,20.618717,511,124
"Christine",1983,"Action",110,NA,6.6,45706,21.017849,289,179
"The Dead Zone",1983,"Horror",103,69,7.3,41204,20.766616,230,97
"Flashdance",1983,"Drama",95,35,6.1,32003,92.921203,156,61
"Halloween III: Season of the Witch",1982,"Horror",98,NA,4.5,26179,14.4,679,213
"Jaws 3-D",1983,"Horror",99,NA,3.5,26047,87.987055,317,90
"The King of Comedy",1982,"Comedy",109,NA,7.8,46925,2.536242,296,111
"The Meaning of Life",1983,"Comedy",107,NA,7.6,77643,14.949697,221,80
"National Lampoon's Vacation",1983,"Comedy",98,60,7.4,62933,61.399552,206,71
"Never Say Never Again",1983,"Action",134,NA,6.2,44976,55.432841,246,81
"Octopussy",1983,"Action",131,NA,6.6,67662,67.893619,272,93
"The Outsiders",1983,"Crime",91,38,7.2,53614,25.697647,361,43
"Star Wars: Episode VI - Return of the Jedi",1983,"Action",131,52,8.4,564790,475.347111,839,202
"The Right Stuff",1983,"Adventure",193,NA,7.9,42398,21.192102,194,75
"Risky Business",1983,"Comedy",99,75,6.8,55571,63.541777,195,69
"Scarface",1983,"Crime",170,65,8.3,481250,66.023585,1051,177
"Sudden Impact",1983,"Action",117,NA,6.6,28860,67.642693,153,77
"Superman III",1983,"Action",125,42,4.9,44827,59.950623,262,119
"Terms of Endearment",1983,"Comedy",132,79,7.4,37109,108.423489,207,59
"Trading Places",1983,"Comedy",116,66,7.5,94337,90.4048,195,92
"Videodrome",1983,"Horror",87,60,7.3,54277,2.120439,263,184
"WarGames",1983,"Sci-Fi",114,NA,7.1,67624,79.567667,192,84
"Zelig",1983,"Comedy",79,NA,7.8,29258,11.798616,121,67
"2010",1984,"Mystery",116,NA,6.8,38850,40.400657,250,91
"Amadeus",1984,"Biography",160,93,8.3,243219,52.066791,643,114
"Bachelor Party",1984,"Comedy",105,NA,6.2,26779,38.435947,95,42
"Beverly Hills Cop",1984,"Action",105,64,7.3,115663,316.360478,218,132
"Blood Simple.",1984,"Crime",99,81,7.7,62352,4.227849,312,153
"Children of the Corn",1984,"Horror",92,NA,5.6,31429,14.568989,257,142
"Conan the Destroyer",1984,"Action",103,NA,5.8,57584,31.042035,129,87
"Dune",1984,"Action",137,NA,6.6,91871,30.92569,681,165
"Footloose",1984,"Drama",107,NA,6.5,46558,80.035402,144,63
"Friday the 13th: The Final Chapter",1984,"Horror",91,NA,5.9,26565,32.98088,374,187
"Ghostbusters",1984,"Comedy",105,67,7.8,238786,296.425473,559,259
"Gremlins",1984,"Comedy",106,NA,7.2,125839,153.62903,320,246
"Indiana Jones and the Temple of Doom",1984,"Action",118,57,7.6,292913,333.107271,677,163
"Nausica<U+FFFD> of the Valley of the Wind",1984,"Animation",117,NA,8.1,83581,8.734155,240,129
"The Karate Kid",1984,"Action",126,NA,7.2,113101,91.119319,295,104
"The Killing Fields",1984,"Drama",141,NA,7.9,39885,34.700291,210,76
"The Last Starfighter",1984,"Action",101,NA,6.7,26971,28.73329,166,87
"The Natural",1984,"Drama",138,NA,7.6,32748,47.951979,212,63
"A Nightmare on Elm Street",1984,"Horror",91,78,7.5,133835,25.504513,791,216
"Nineteen Eighty-Four",1984,"Drama",113,NA,7.2,45325,8.430492,216,85
"Once Upon a Time in America",1984,"Crime",229,NA,8.4,197462,5.472914,688,131
"Paris, Texas",1984,"Drama",145,NA,8.1,43584,2.206121,230,101
"Police Academy",1984,"Comedy",96,41,6.6,80278,81.198894,170,62
"Revenge of the Nerds",1984,"Comedy",90,41,6.6,37186,40.874452,140,68
"Romancing the Stone",1984,"Action",106,NA,6.9,59403,86.572238,148,80
"Red Dawn",1984,"Action",114,NA,6.3,39524,38.376497,403,112
"Sixteen Candles",1984,"Comedy",93,57,7.2,65980,23.686027,212,95
"Splash",1984,"Comedy",111,NA,6.2,50482,69.821334,120,45
"Star Trek III: The Search for Spock",1984,"Action",105,55,6.6,54349,76.471046,221,85
"Starman",1984,"Adventure",115,71,7,30837,28.744356,158,102
"The Terminator",1984,"Action",107,83,8.1,534346,78.680331,893,235
"Top Secret!",1984,"Comedy",90,NA,7.2,43131,20.45834,182,46
"The NeverEnding Story",1984,"Adventure",102,46,7.4,90676,20.251411,350,126
"After Hours",1985,"Comedy",97,90,7.7,35796,10.609321,228,113
"Back to the Future",1985,"Adventure",116,86,8.5,636511,388.774684,1202,246
"Better Off Dead...",1985,"Comedy",97,NA,7.3,31579,10.297601,205,48
"Brazil",1985,"Sci-Fi",132,88,8,142617,9.947816,584,250
"Brewster's Millions",1985,"Comedy",102,NA,6.4,26685,45.833132,70,45
"The Breakfast Club",1985,"Comedy",97,62,7.9,231842,51.538286,879,156
"Clue",1985,"Comedy",94,36,7.3,53057,14.643997,396,56
"Cocoon",1985,"Sci-Fi",117,NA,6.6,41858,85.313124,94,57
"Commando",1985,"Action",90,NA,6.7,101423,57.491,498,150
"The Color Purple",1985,"Drama",154,NA,7.8,56735,98.467863,237,82
"Day of the Dead",1985,"Action",96,NA,7.2,46230,5,454,131
"Enemy Mine",1985,"Action",108,NA,6.9,31742,12.303411,140,78
"Fletch",1985,"Comedy",98,NA,6.9,35087,59.612888,126,71
"Fright Night",1985,"Comedy",106,NA,7.1,38287,24.922237,320,162
"The Goonies",1985,"Adventure",114,60,7.8,163721,63.84952,495,123
"The Jewel of the Nile",1985,"Action",106,NA,6,36773,96.7732,79,51
"Ladyhawke",1985,"Adventure",121,NA,7,31180,18.432,199,61
"Legend",1985,"Adventure",94,NA,6.5,41782,15.502112,325,129
"Mad Max Beyond Thunderdome",1985,"Action",107,80,6.2,91633,36.230219,239,139
"National Lampoon's European Vacation",1985,"Comedy",95,NA,6.1,38559,49.364621,122,44
"A Nightmare on Elm Street 2: Freddy's Revenge",1985,"Horror",87,NA,5.3,38491,29.999213,372,134
"Out of Africa",1985,"Biography",161,NA,7.2,47280,227.542205,238,79
"Pale Rider",1985,"Romance",115,NA,7.3,36299,41.410568,157,55
"Pee-wee's Big Adventure",1985,"Adventure",91,47,7,38786,40.940662,206,58
"Police Academy 2: Their First Assignment",1985,"Comedy",87,NA,5.6,35056,55.6,91,33
"The Purple Rose of Cairo",1985,"Comedy",82,75,7.8,32929,10.631333,159,92
"Ran",1985,"Action",162,90,8.3,70330,4.163377,283,159
"Rambo: First Blood Part II",1985,"Action",96,NA,6.4,107047,300.400432,268,138
"Red Sonja",1985,"Action",89,NA,4.9,27903,6.951415,112,80
"Re-Animator",1985,"Comedy",104,NA,7.3,35653,2.023414,240,195
"The Return of the Living Dead",1985,"Comedy",91,NA,7.3,36267,14.23788,339,237
"Rocky IV",1985,"Drama",91,NA,6.7,114985,300.473716,380,111
"Silverado",1985,"Action",133,64,7.2,26415,32.19257,186,58
"Spies Like Us",1985,"Adventure",102,NA,6.3,32018,60.08898,88,38
"St. Elmo's Fire",1985,"Drama",110,NA,6.3,25722,37.803872,170,45
"Teen Wolf",1985,"Comedy",91,25,6,31862,33.086611,140,84
"A View to a Kill",1985,"Action",131,NA,6.3,62174,50.32796,355,97
"Weird Science",1985,"Comedy",94,46,6.6,54898,38.934048,178,91
"Witness",1985,"Crime",112,76,7.5,61806,68.706993,215,102
"Crocodile Dundee",1986,"Adventure",97,NA,6.5,70570,328.203506,124,44
"Aliens",1986,"Action",137,87,8.4,440524,131.384634,1302,310
"An American Tail",1986,"Animation",80,NA,6.9,34847,84.557295,96,30
"Big Trouble in Little China",1986,"Action",99,NA,7.3,83960,11.100374,397,223
"Blue Velvet",1986,"Crime",120,75,7.8,120411,8.617408,755,227
"Cobra",1986,"Action",87,NA,5.6,45103,49.042224,277,108
"The Color of Money",1986,"Drama",119,NA,7,53699,52.293982,141,68
"Down by Law",1986,"Comedy",107,NA,7.9,33597,1.504286,112,82
"Ferris Bueller's Day Off",1986,"Comedy",103,61,7.9,222910,70.712677,593,137
"Flight of the Navigator",1986,"Adventure",90,NA,6.9,32051,18.564613,127,85
"The Fly",1986,"Horror",96,79,7.5,107153,60.632088,341,177
"The Golden Child",1986,"Action",94,NA,5.8,36790,79.817937,87,35
"The Great Mouse Detective",1986,"Animation",74,NA,7.2,30004,38.62555,125,72
"Hannah and Her Sisters",1986,"Comedy",107,90,8,48463,40.084041,187,82
"Heartbreak Ridge",1986,"Action",130,NA,6.8,27611,42.724017,136,38
"Highlander",1986,"Action",116,24,7.2,91766,5.9,373,119
"The Hitcher",1986,"Thriller",97,NA,7.3,32103,5.844868,268,110
"Howard the Duck",1986,"Action",110,NA,4.5,31472,37.962774,332,109
"Hoosiers",1986,"Drama",114,76,7.6,32089,28.607524,149,58
"The Karate Kid, Part II",1986,"Action",113,NA,5.8,46304,115.103979,129,49
"Labyrinth",1986,"Adventure",101,50,7.4,84486,13.90762,555,147
"Little Shop of Horrors",1986,"Comedy",94,81,6.9,45398,38.98226,195,84
"Manhunter",1986,"Crime",120,78,7.2,46565,8.620929,503,156
"The Money Pit",1986,"Comedy",91,NA,6.2,34699,54.999651,131,41
"The Mission",1986,"Adventure",125,NA,7.5,40956,17.502499,219,65
"The Name of the Rose",1986,"Crime",130,NA,7.8,76271,7.153487,177,78
"Nine 1/2 Weeks",1986,"Drama",117,50,5.9,27423,6.735922,133,49
"Peggy Sue Got Married",1986,"Comedy",103,NA,6.3,25604,41.488348,115,51
"Platoon",1986,"Drama",120,NA,8.1,265331,138.545632,607,138
"Police Academy 3: Back in Training",1986,"Comedy",83,NA,5.1,29317,43.579163,69,30
"Pretty in Pink",1986,"Comedy",97,57,6.7,49170,40.471663,179,86
"A Room with a View",1985,"Drama",117,80,7.4,27077,21.040317,112,66
"Short Circuit",1986,"Comedy",98,NA,6.5,39955,40.697761,113,52
"Stand by Me",1986,"Adventure",89,NA,8.1,245774,52.287414,696,132
"Star Trek IV: The Voyage Home",1986,"Adventure",119,67,7.3,56740,109.713132,249,92
"Castle in the Sky",1986,"Animation",125,NA,8.1,84503,6.037713,237,157
"<U+FFFD>Three Amigos!",1986,"Comedy",104,NA,6.4,49339,39.246734,156,58
"The Transformers: The Movie",1986,"Animation",84,NA,7.3,30574,5.860601,349,146
"Top Gun",1986,"Action",110,NA,6.8,201161,356.830601,497,196
"Crocodile Dundee II",1988,"Action",108,NA,5.5,41538,239.60621,80,34
"Adventures in Babysitting",1987,"Action",102,NA,6.8,25584,34.368475,148,56
"Angel Heart",1987,"Horror",113,NA,7.3,58765,17.185632,265,143
"Bad Taste",1987,"Comedy",91,NA,6.7,34190,NA,300,124
"Beverly Hills Cop II",1987,"Action",100,48,6.4,78169,299.965036,116,61
"Bloodsport",1988,"Action",92,NA,6.8,52882,11.806119,255,90
"Dirty Dancing",1987,"Drama",100,65,6.9,128795,217.856315,466,111
"Empire of the Sun",1987,"Drama",153,60,7.8,82803,22.238696,349,64
"Evil Dead II",1987,"Comedy",84,69,7.8,101243,5.923044,596,292
"Fatal Attraction",1987,"Drama",119,67,6.9,50262,320.145693,247,104
"Full Metal Jacket",1987,"Drama",116,78,8.3,430145,46.357676,850,158
"Good Morning, Vietnam",1987,"Biography",121,NA,7.3,89608,123.92237,157,69
"Hellraiser",1987,"Horror",94,NA,7.1,69817,14.575193,409,267
"Wings of Desire",1987,"Drama",128,79,8.1,43509,3.404057,243,108
"Innerspace",1987,"Action",120,NA,6.7,38517,25.89381,95,79
"Jaws: The Revenge",1987,"Horror",89,NA,2.8,28725,51.881013,447,102
"The Last Emperor",1987,"Biography",163,76,7.8,64788,43.993508,173,85
"Lethal Weapon",1987,"Action",109,67,7.6,178306,120.207127,321,139
"The Living Daylights",1987,"Action",130,NA,6.7,63310,51.185897,319,103
"The Lost Boys",1987,"Comedy",97,63,7.2,85832,32.222567,406,158
"Masters of the Universe",1987,"Action",106,NA,5.3,25432,17.33637,216,113
"Moonstruck",1987,"Comedy",102,83,7.1,33067,80.640528,169,82
"A Nightmare on Elm Street 3: Dream Warriors",1987,"Horror",96,NA,6.5,44688,44.793222,354,118
"Overboard",1987,"Comedy",112,NA,6.7,33665,26.713187,145,38
"Over the Top",1987,"Action",93,NA,5.6,33405,16.05758,155,47
"Planes, Trains & Automobiles",1987,"Comedy",93,NA,7.6,82324,49.53028,422,110
"Predator",1987,"Action",107,36,7.8,268595,98.399956,795,268
"Police Academy 4: Citizens on Patrol",1987,"Comedy",88,NA,4.7,28945,28.061343,75,25
"The Princess Bride",1987,"Adventure",98,77,8.2,267597,30.882762,859,218
"Raising Arizona",1987,"Comedy",94,55,7.4,92811,29.18028,314,75
"RoboCop",1987,"Action",102,67,7.5,163914,53.424681,537,276
"Roxanne",1987,"Comedy",107,NA,6.6,30136,40.050884,95,59
"The Running Man",1987,"Action",101,NA,6.6,104621,38.122105,275,151
"Spaceballs",1987,"Adventure",96,46,7.1,125505,38.119483,326,114
"Superman IV: The Quest for Peace",1987,"Action",90,22,3.7,31015,15.68102,289,112
"3 Men and a Baby",1987,"Comedy",102,NA,5.9,34398,167.78096,57,26
"Throw Momma from the Train",1987,"Comedy",88,NA,6.2,25730,57.915972,87,39
"The Untouchables",1987,"Crime",119,79,8,204181,76.270454,503,140
"Wall Street",1987,"Crime",126,56,7.4,112172,43.848069,237,118
"The Witches of Eastwick",1987,"Comedy",118,68,6.5,44292,63.76651,133,65
"Withnail & I",1987,"Comedy",107,NA,7.8,28576,1.628359,219,102
"Akira",1988,"Animation",124,76,8.1,92594,1.86346,531,121
"Beetlejuice",1988,"Comedy",92,67,7.4,170471,74.270074,374,108
"Big",1988,"Comedy",104,72,7.3,139983,151.927281,243,100
"Bull Durham",1988,"Comedy",108,73,7.1,34399,50.888729,137,87
"Child's Play",1988,"Horror",87,NA,6.5,57178,44.196684,351,125
"Cocktail",1988,"Comedy",104,12,5.8,55770,171.504781,130,60
"Coming to America",1988,"Comedy",116,48,6.9,109240,288.752301,177,69
"Dangerous Liaisons",1988,"Drama",119,74,7.7,50099,34.67072,158,59
"The Dead Pool",1988,"Action",91,46,6.3,28821,37.903295,146,54
"Dead Ringers",1988,"Drama",116,86,7.3,26887,8.038508,144,104
"Dirty Rotten Scoundrels",1988,"Comedy",110,68,7.3,47252,42.039085,167,69
"Die Hard",1988,"Action",132,70,8.3,535036,141.482154,925,295
"A Fish Called Wanda",1988,"Comedy",108,80,7.6,102802,62.493712,228,122
"Frantic",1988,"Crime",120,NA,6.9,35636,17.63795,167,61
"The Big Blue",1988,"Action",168,35,7.7,35153,3.975244,163,51
"The Great Outdoors",1988,"Comedy",91,NA,6.6,25477,43.45523,109,25
"Halloween 4: The Return of Michael Myers",1988,"Horror",88,43,5.9,26767,17.768757,425,165
"Hellbound: Hellraiser II",1988,"Horror",97,NA,6.5,27849,12.090735,195,159
"Grave of the Fireflies",1988,"Animation",89,NA,8.5,117914,0.516962,738,128
"The Land Before Time",1988,"Animation",69,NA,7.3,56163,84.576957,166,32
"The Last Temptation of Christ",1988,"Drama",164,80,7.6,37063,8.865702,333,129
"Midnight Run",1988,"Action",126,78,7.6,50334,81.613606,265,89
"Mississippi Burning",1988,"Crime",128,65,7.8,61013,34.603943,209,64
"The Naked Gun: From the Files of Police Squad!",1988,"Comedy",85,76,7.6,104386,78.756177,227,98
"A Nightmare on Elm Street 4: The Dream Master",1988,"Horror",93,NA,5.6,32719,49.369899,299,132
"Oliver & Company",1988,"Animation",74,NA,6.7,29523,74.151346,106,76
"Cinema Paradiso",1988,"Drama",155,80,8.5,134224,13.826605,514,117
"Rain Man",1988,"Drama",133,65,8,359903,354.825435,442,98
"Rambo III",1988,"Action",102,36,5.7,83388,189.015611,231,120
"Red Heat",1988,"Action",104,61,6,45841,34.994648,118,75
"Scrooged",1988,"Comedy",101,38,7,55561,60.328558,195,122
"They Live",1988,"Action",94,52,7.3,64087,13.008928,409,209
"My Neighbor Totoro",1988,"Animation",86,NA,8.3,145317,30.47697,474,134
"The Unbearable Lightness of Being",1988,"Drama",171,NA,7.4,25133,10.006806,138,59
"Twins",1988,"Comedy",107,53,6,80151,216.614388,109,40
"Willow",1988,"Action",126,NA,7.2,76250,57.269863,262,114
"Who Framed Roger Rabbit",1988,"Animation",104,83,7.7,127268,329.803958,287,144
"Working Girl",1988,"Comedy",113,73,6.7,38458,102.956984,147,52
"Young Guns",1988,"Action",107,50,6.8,39670,45.661556,136,45
"The 'Burbs",1989,"Comedy",102,NA,6.8,47459,49.101993,319,114
"The Adventures of Baron Munchausen",1988,"Adventure",126,69,7.2,39127,8.083123,175,89
"The Abyss",1989,"Adventure",171,62,7.6,122497,90.000098,433,106
"Back to the Future Part II",1989,"Action",108,57,7.8,292539,335.97302,421,149
"Batman",1989,"Action",126,66,7.6,246305,411.556825,934,229
"Bill & Ted's Excellent Adventure",1989,"Adventure",90,44,6.9,79516,40.507436,237,109
"Born on the Fourth of July",1989,"Biography",145,75,7.2,71370,161.001698,205,77
"Black Rain",1989,"Action",125,NA,6.6,36629,134.212055,137,75
"Casualties of War",1989,"Drama",113,NA,7.1,31352,18.671317,136,83
"The Cook, the Thief, His Wife & Her Lover",1989,"Crime",124,NA,7.5,25138,7.724701,191,83
"Dead Calm",1989,"Thriller",96,NA,6.8,27893,7.825009,158,74
"Crimes and Misdemeanors",1989,"Comedy",104,77,8,39861,18.254702,185,104
"Dead Poets Society",1989,"Drama",128,79,8,254082,235.860116,634,106
"The Killer",1989,"Action",111,NA,7.9,36458,NA,244,93
"Do the Right Thing",1989,"Drama",120,91,7.9,54561,37.346892,496,105
"Driving Miss Daisy",1989,"Drama",99,81,7.4,65676,145.793296,176,67
"Field of Dreams",1989,"Drama",107,57,7.6,81166,84.431625,370,95
"Ghostbusters II",1989,"Comedy",108,56,6.5,123004,215.394738,236,126
"Glory",1989,"Drama",122,NA,7.9,97187,26.979166,445,72
"Heathers",1988,"Comedy",103,73,7.3,53384,1.163969,320,132
"Honey, I Shrunk the Kids",1989,"Adventure",93,63,6.2,95448,222.724172,95,42
"Indiana Jones and the Last Crusade",1989,"Action",127,65,8.3,458883,474.310887,581,170
"The Karate Kid, Part III",1989,"Action",112,NA,4.9,30567,38.956288,142,50
"Kickboxer",1989,"Action",97,33,6.3,32826,14.697005,134,55
"Lethal Weapon 2",1989,"Action",114,70,7.2,117551,227.853986,195,96
"The Little Mermaid",1989,"Animation",83,NA,7.6,150429,274.191153,281,149
"Look Who's Talking",1989,"Comedy",93,51,5.8,59704,296.999813,63,27
"Lock Up",1989,"Action",109,52,6.3,26472,22.099847,84,62
"Licence to Kill",1989,"Action",133,NA,6.6,67241,156.167015,363,102
"Kiki's Delivery Service",1989,"Animation",103,NA,7.9,66761,10.150365,215,117
"Major League",1989,"Comedy",107,NA,7.2,45779,49.797148,121,67
"My Left Foot",1989,"Biography",103,NA,7.9,45828,14.743391,109,52
"National Lampoon's Christmas Vacation",1989,"Comedy",97,NA,7.6,95500,72.705146,335,98
"A Nightmare on Elm Street 5: The Dream Child",1989,"Horror",89,NA,5.1,26679,22.168359,264,108
"Parenthood",1989,"Comedy",124,82,7,33843,126.29783,140,50
"Pet Sematary",1989,"Drama",103,NA,6.6,57987,57.469467,351,118
"Road House",1989,"Action",114,NA,6.4,38883,30.050028,288,81
"Say Anything...",1989,"Comedy",100,86,7.5,62107,21.515196,258,87
"See No Evil, Hear No Evil",1989,"Comedy",103,NA,6.8,33661,46.908987,83,37
"Sea of Love",1989,"Crime",113,NA,6.8,28377,110.879513,132,49
"Star Trek V: The Final Frontier",1989,"Action",107,43,5.4,40121,52.210049,329,80
"Steel Magnolias",1989,"Comedy",117,NA,7.2,31912,96.759512,157,34
"Tango & Cash",1989,"Action",104,NA,6.3,68723,63.408614,170,68
"Turner & Hooch",1989,"Comedy",97,NA,6,43848,71.079915,79,30
"Uncle Buck",1989,"Comedy",100,51,6.9,57695,79.258538,175,54
"The War of the Roses",1989,"Comedy",116,79,6.8,34874,160.188546,108,48
"When Harry Met Sally...",1989,"Comedy",95,76,7.6,137614,93.083444,331,129
"Weekend at Bernie's",1989,"Comedy",97,NA,6.3,35981,30.218387,115,45
"Sex, Lies, and Videotape",1989,"Drama",100,86,7.2,35093,24.741667,119,72
"Arachnophobia",1990,"Comedy",109,NA,6.3,46787,53.20818,161,81
"Another 48 Hrs.",1990,"Action",93,23,5.8,27084,153.518974,81,33
"Awakenings",1990,"Biography",121,74,7.8,84974,52.096475,218,43
"Back to the Future Part III",1990,"Action",118,55,7.4,242390,246.145853,341,130
"Bird on a Wire",1990,"Action",110,NA,5.8,28560,138.697012,68,35
"Child's Play 2",1990,"Horror",84,NA,5.7,28650,35.763605,214,78
"Cry-Baby",1990,"Comedy",85,NA,6.5,40945,8.266343,168,50
"Dances with Wolves",1990,"Adventure",181,72,8,171937,424.208848,474,111
"Days of Thunder",1990,"Action",107,60,5.9,55988,157.920733,134,84
"Darkman",1990,"Action",96,65,6.4,44894,48.878502,167,158
"Dick Tracy",1990,"Action",105,NA,6.1,45312,162.738726,194,101
"Die Hard 2",1990,"Action",124,67,7.1,248073,240.247433,365,163
"Edward Scissorhands",1990,"Drama",105,74,8,327895,86.024005,664,102
"Flatliners",1990,"Drama",115,NA,6.5,58730,61.489265,177,55
"Ghost",1990,"Drama",127,52,7,143276,505.870681,305,97
"The Godfather: Part III",1990,"Crime",162,60,7.6,238028,136.766062,660,114
"Goodfellas",1990,"Biography",146,89,8.7,651517,46.879633,1324,146
"Gremlins 2: The New Batch",1990,"Comedy",106,NA,6.3,60620,41.482207,181,112
"Home Alone",1990,"Comedy",103,63,7.4,272399,477.063114,422,135
"The Hunt for Red October",1990,"Action",135,58,7.6,133661,200.512643,295,113
"Jacob's Ladder",1990,"Drama",113,62,7.5,70142,26.118851,405,134
"Joe Versus the Volcano",1990,"Comedy",102,NA,5.7,26051,39.404261,227,47
"Kindergarten Cop",1990,"Action",111,61,6,99874,201.957688,136,56
"Look Who's Talking Too",1990,"Comedy",81,NA,4.4,34753,47.789074,44,17
"Miller's Crossing",1990,"Crime",115,66,7.9,97127,5.080409,346,152
"Misery",1990,"Thriller",107,NA,7.8,122777,61.276872,393,168
"Night of the Living Dead",1990,"Horror",92,NA,6.9,28597,5.835247,227,116
"La Femme Nikita",1990,"Action",117,56,7.4,51805,5.017971,171,91
"Predator 2",1990,"Action",108,NA,6.2,94476,57.120318,380,160
"Presumed Innocent",1990,"Crime",127,NA,6.9,27276,221.303188,100,38
"Pretty Woman",1990,"Comedy",119,51,6.9,192801,463.407097,334,82
"Rocky V",1990,"Drama",104,54,5.1,78735,119.946358,304,79
"RoboCop 2",1990,"Action",117,NA,5.7,56877,45.681173,253,110
"Teenage Mutant Ninja Turtles",1990,"Action",93,NA,6.7,65390,201.965915,221,130
"Tremors",1990,"Comedy",96,65,7.1,81748,16.667084,309,166
"Total Recall",1990,"Action",113,57,7.5,222847,261.317921,468,233
"Wild at Heart",1990,"Comedy",125,52,7.3,56627,14.560247,234,126
"The Addams Family",1991,"Comedy",99,NA,6.8,87966,191.502426,157,75
"Backdraft",1991,"Action",137,38,6.7,54277,152.368585,161,74
"Barton Fink",1991,"Comedy",116,69,7.7,81796,6.153939,265,144
"Beauty and the Beast",1991,"Animation",84,NA,8,272279,440.118382,437,212
"Bill & Ted's Bogus Journey",1991,"Adventure",93,60,6.2,46454,38.037513,142,65
"Boyz n the Hood",1991,"Crime",112,73,7.8,85638,57.52907,236,88
"Cape Fear",1991,"Crime",128,73,7.3,117882,182.291969,329,132
"City Slickers",1991,"Comedy",113,NA,6.7,37101,179.033791,96,54
"Delicatessen",1991,"Comedy",99,66,7.7,62463,1.794187,190,61
"The Doors",1991,"Biography",140,62,7.2,64238,34.416893,243,87
"Double Impact",1991,"Action",110,NA,5.4,26060,30.102717,95,69
"The Double Life of Veronique",1991,"Drama",98,NA,7.9,25210,2.155121,126,87
"Father of the Bride",1991,"Comedy",105,51,6.4,51743,89.32578,105,53
"The Fisher King",1991,"Comedy",137,61,7.6,59127,41.895491,199,96
"Fried Green Tomatoes",1991,"Drama",130,NA,7.6,48179,119.418501,200,52
